"Notes","Year","Year Code","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"2019","2019","35 years","35","Male","M",4671,2167622,215.490
"Total","2019","2019","35 years","35",,,6998,4315866,162.146
,"2019","2019","36 years","36","Female","F",2472,2181076,113.339
,"2019","2019","36 years","36","Male","M",4854,2191368,221.505
"Total","2019","2019","36 years","36",,,7326,4372444,167.549
,"2019","2019","37 years","37","Female","F",2626,2180124,120.452
,"2019","2019","37 years","37","Male","M",5066,2181162,232.262
"Total","2019","2019","37 years","37",,,7692,4361286,176.370
,"2019","2019","38 years","38","Female","F",2896,2156217,134.309
,"2019","2019","38 years","38","Male","M",5281,2149359,245.701
"Total","2019","2019","38 years","38",,,8177,4305576,189.917
,"2019","2019","39 years","39","Female","F",3076,2186919,140.655
,"2019","2019","39 years","39","Male","M",5369,2195430,244.553
"Total","2019","2019","39 years","39",,,8445,4382349,192.705
,"2019","2019","40 years","40","Female","F",3011,2058650,146.261
,"2019","2019","40 years","40","Male","M",5628,2046663,274.984
"Total","2019","2019","40 years","40",,,8639,4105313,210.435
,"2019","2019","41 years","41","Female","F",3071,2018752,152.124
,"2019","2019","41 years","41","Male","M",5385,2001502,269.048
"Total","2019","2019","41 years","41",,,8456,4020254,210.335
,"2019","2019","42 years","42","Female","F",3136,2002157,156.631
,"2019","2019","42 years","42","Male","M",5655,1972584,286.680
"Total","2019","2019","42 years","42",,,8791,3974741,221.172
,"2019","2019","43 years","43","Female","F",3370,1940751,173.644
,"2019","2019","43 years","43","Male","M",5558,1913289,290.495
"Total","2019","2019","43 years","43",,,8928,3854040,231.653
,"2019","2019","44 years","44","Female","F",3565,1994174,178.771
,"2019","2019","44 years","44","Male","M",5969,1973101,302.519
"Total","2019","2019","44 years","44",,,9534,3967275,240.316
,"2019","2019","45 years","45","Female","F",3861,1937417,199.286
,"2019","2019","45 years","45","Male","M",6309,1900492,331.967
"Total","2019","2019","45 years","45",,,10170,3837909,264.988
,"2019","2019","46 years","46","Female","F",4261,1970074,216.286
,"2019","2019","46 years","46","Male","M",6937,1919298,361.434
"Total","2019","2019","46 years","46",,,11198,3889372,287.913
,"2019","2019","47 years","47","Female","F",4786,2052817,233.143
,"2019","2019","47 years","47","Male","M",7793,2005221,388.635
"Total","2019","2019","47 years","47",,,12579,4058038,309.977
,"2019","2019","48 years","48","Female","F",5542,2168043,255.622
,"2019","2019","48 years","48","Male","M",8843,2114614,418.185
"Total","2019","2019","48 years","48",,,14385,4282657,335.890
,"2019","2019","49 years","49","Female","F",5931,2184045,271.560
,"2019","2019","49 years","49","Male","M",9476,2145730,441.621
"Total","2019","2019","49 years","49",,,15407,4329775,355.838
,"2019","2019","50 years","50","Female","F",6211,2071196,299.875
,"2019","2019","50 years","50","Male","M",9940,2025376,490.773
"Total","2019","2019","50 years","50",,,16151,4096572,394.256
,"2019","2019","51 years","51","Female","F",6545,2027460,322.818
,"2019","2019","51 years","51","Male","M",10653,1976883,538.879
"Total","2019","2019","51 years","51",,,17198,4004343,429.484
,"2019","2019","52 years","52","Female","F",7183,2033163,353.292
,"2019","2019","52 years","52","Male","M",11605,1968619,589.500
"Total","2019","2019","52 years","52",,,18788,4001782,469.491
,"2019","2019","53 years","53","Female","F",8043,2067526,389.016
,"2019","2019","53 years","53","Male","M",12550,2001325,627.085
"Total","2019","2019","53 years","53",,,20593,4068851,506.113
,"2019","2019","54 years","54","Female","F",9183,2191195,419.086
,"2019","2019","54 years","54","Male","M",14741,2114408,697.169
"Total","2019","2019","54 years","54",,,23924,4305603,555.648
,"2019","2019","55 years","55","Female","F",10259,2236979,458.610
,"2019","2019","55 years","55","Male","M",16534,2137586,773.489
"Total","2019","2019","55 years","55",,,26793,4374565,612.472
,"2019","2019","56 years","56","Female","F",11173,2235893,499.711
,"2019","2019","56 years","56","Male","M",17793,2125123,837.269
"Total","2019","2019","56 years","56",,,28966,4361016,664.203
,"2019","2019","57 years","57","Female","F",12317,2230590,552.186
,"2019","2019","57 years","57","Male","M",19341,2111795,915.856
"Total","2019","2019","57 years","57",,,31658,4342385,729.046
,"2019","2019","58 years","58","Female","F",13439,2259796,594.700
,"2019","2019","58 years","58","Male","M",20908,2125774,983.548
"Total","2019","2019","58 years","58",,,34347,4385570,783.182
,"2019","2019","59 years","59","Female","F",14210,2271644,625.538
,"2019","2019","59 years","59","Male","M",22479,2142211,1049.336
"Total","2019","2019","59 years","59",,,36689,4413855,831.223
,"2019","2019","60 years","60","Female","F",15391,2199986,699.595
,"2019","2019","60 years","60","Male","M",23299,2052677,1135.054
"Total","2019","2019","60 years","60",,,38690,4252663,909.783
,"2019","2019","61 years","61","Female","F",16341,2187221,747.112
,"2019","2019","61 years","61","Male","M",25181,2027951,1241.697
"Total","2019","2019","61 years","61",,,41522,4215172,985.061
,"2019","2019","62 years","62","Female","F",17321,2165425,799.889
,"2019","2019","62 years","62","Male","M",26654,1991220,1338.576
"Total","2019","2019","62 years","62",,,43975,4156645,1057.945
,"2019","2019","63 years","63","Female","F",17837,2090246,853.345
,"2019","2019","63 years","63","Male","M",27524,1905842,1444.191
"Total","2019","2019","63 years","63",,,45361,3996088,1135.135
,"2019","2019","64 years","64","Female","F",18724,2071538,903.869
,"2019","2019","64 years","64","Male","M",28212,1879040,1501.405
"Total","2019","2019","64 years","64",,,46936,3950578,1188.079
,"2019","2019","65 years","65","Female","F",19046,1991169,956.524
,"2019","2019","65 years","65","Male","M",29113,1783428,1632.418
"Total","2019","2019","65 years","65",,,48159,3774597,1275.871
,"2019","2019","66 years","66","Female","F",19793,1914181,1034.019
,"2019","2019","66 years","66","Male","M",29767,1703888,1747.004
"Total","2019","2019","66 years","66",,,49560,3618069,1369.791
,"2019","2019","67 years","67","Female","F",20479,1836574,1115.065
,"2019","2019","67 years","67","Male","M",30240,1627863,1857.650
"Total","2019","2019","67 years","67",,,50719,3464437,1463.990
,"2019","2019","68 years","68","Female","F",21517,1781346,1207.907
,"2019","2019","68 years","68","Male","M",30695,1564129,1962.434
"Total","2019","2019","68 years","68",,,52212,3345475,1560.675
,"2019","2019","69 years","69","Female","F",22639,1731958,1307.133
,"2019","2019","69 years","69","Male","M",31123,1520465,2046.940
"Total","2019","2019","69 years","69",,,53762,3252423,1652.983
,"2019","2019","70 years","70","Female","F",24422,1674584,1458.392
,"2019","2019","70 years","70","Male","M",32921,1462120,2251.594
"Total","2019","2019","70 years","70",,,57343,3136704,1828.129
,"2019","2019","71 years","71","Female","F",26607,1647705,1614.791
,"2019","2019","71 years","71","Male","M",34789,1435378,2423.682
"Total","2019","2019","71 years","71",,,61396,3083083,1991.383
,"2019","2019","72 years","72","Female","F",29424,1707812,1722.906
,"2019","2019","72 years","72","Male","M",37706,1483236,2542.144
"Total","2019","2019","72 years","72",,,67130,3191048,2103.698
,"2019","2019","73 years","73","Female","F",25287,1259662,2007.443
,"2019","2019","73 years","73","Male","M",31566,1074771,2936.998
"Total","2019","2019","73 years","73",,,56853,2334433,2435.409
,"2019","2019","74 years","74","Female","F",26098,1238863,2106.609
,"2019","2019","74 years","74","Male","M",32327,1044301,3095.563
"Total","2019","2019","74 years","74",,,58425,2283164,2558.949
,"2019","2019","75 years","75","Female","F",28571,1199896,2381.123
,"2019","2019","75 years","75","Male","M",34576,998390,3463.176
"Total","2019","2019","75 years","75",,,63147,2198286,2872.556
,"2019","2019","76 years","76","Female","F",31604,1218702,2593.251
,"2019","2019","76 years","76","Male","M",37415,1003690,3727.745
"Total","2019","2019","76 years","76",,,69019,2222392,3105.618
,"2019","2019","77 years","77","Female","F",30493,1056331,2886.690
,"2019","2019","77 years","77","Male","M",35401,854930,4140.807
"Total","2019","2019","77 years","77",,,65894,1911261,3447.671
,"2019","2019","78 years","78","Female","F",30611,960647,3186.498
,"2019","2019","78 years","78","Male","M",34513,760170,4540.169
"Total","2019","2019","78 years","78",,,65124,1720817,3784.481
,"2019","2019","79 years","79","Female","F",31718,898590,3529.752
,"2019","2019","79 years","79","Male","M",34591,701319,4932.278
"Total","2019","2019","79 years","79",,,66309,1599909,4144.548
,"2019","2019","80 years","80","Female","F",33085,831640,3978.284
,"2019","2019","80 years","80","Male","M",35264,643638,5478.856
"Total","2019","2019","80 years","80",,,68349,1475278,4632.957
,"2019","2019","81 years","81","Female","F",34649,788013,4397.009
,"2019","2019","81 years","81","Male","M",35972,593628,6059.687
"Total","2019","2019","81 years","81",,,70621,1381641,5111.386
,"2019","2019","82 years","82","Female","F",35705,715575,4989.694
,"2019","2019","82 years","82","Male","M",35419,525766,6736.647
"Total","2019","2019","82 years","82",,,71124,1241341,5729.610
,"2019","2019","83 years","83","Female","F",37703,671025,5618.718
,"2019","2019","83 years","83","Male","M",35821,480165,7460.144
"Total","2019","2019","83 years","83",,,73524,1151190,6386.782
,"2019","2019","84 years","84","Female","F",38788,631230,6144.828
,"2019","2019","84 years","84","Male","M",36128,436527,8276.235
"Total","2019","2019","84 years","84",,,74916,1067757,7016.203
,"2019","2019","85 years","85","Female","F",38617,Not Applicable,Not Applicable
,"2019","2019","85 years","85","Male","M",34590,Not Applicable,Not Applicable
"Total","2019","2019","85 years","85",,,73207,Not Applicable,Not Applicable
,"2019","2019","86 years","86","Female","F",40701,Not Applicable,Not Applicable
,"2019","2019","86 years","86","Male","M",34592,Not Applicable,Not Applicable
"Total","2019","2019","86 years","86",,,75293,Not Applicable,Not Applicable
,"2019","2019","87 years","87","Female","F",42209,Not Applicable,Not Applicable
,"2019","2019","87 years","87","Male","M",34712,Not Applicable,Not Applicable
"Total","2019","2019","87 years","87",,,76921,Not Applicable,Not Applicable
,"2019","2019","88 years","88","Female","F",43076,Not Applicable,Not Applicable
,"2019","2019","88 years","88","Male","M",33815,Not Applicable,Not Applicable
"Total","2019","2019","88 years","88",,,76891,Not Applicable,Not Applicable
,"2019","2019","89 years","89","Female","F",44433,Not Applicable,Not Applicable
,"2019","2019","89 years","89","Male","M",32171,Not Applicable,Not Applicable
"Total","2019","2019","89 years","89",,,76604,Not Applicable,Not Applicable
,"2019","2019","90 years","90","Female","F",43295,Not Applicable,Not Applicable
,"2019","2019","90 years","90","Male","M",29487,Not Applicable,Not Applicable
"Total","2019","2019","90 years","90",,,72782,Not Applicable,Not Applicable
,"2019","2019","91 years","91","Female","F",42575,Not Applicable,Not Applicable
,"2019","2019","91 years","91","Male","M",27308,Not Applicable,Not Applicable
"Total","2019","2019","91 years","91",,,69883,Not Applicable,Not Applicable
,"2019","2019","92 years","92","Female","F",40611,Not Applicable,Not Applicable
,"2019","2019","92 years","92","Male","M",24250,Not Applicable,Not Applicable
"Total","2019","2019","92 years","92",,,64861,Not Applicable,Not Applicable
,"2019","2019","93 years","93","Female","F",37326,Not Applicable,Not Applicable
,"2019","2019","93 years","93","Male","M",20790,Not Applicable,Not Applicable
"Total","2019","2019","93 years","93",,,58116,Not Applicable,Not Applicable
,"2019","2019","94 years","94","Female","F",34401,Not Applicable,Not Applicable
,"2019","2019","94 years","94","Male","M",17440,Not Applicable,Not Applicable
"Total","2019","2019","94 years","94",,,51841,Not Applicable,Not Applicable
,"2019","2019","95 years","95","Female","F",29725,Not Applicable,Not Applicable
,"2019","2019","95 years","95","Male","M",14151,Not Applicable,Not Applicable
"Total","2019","2019","95 years","95",,,43876,Not Applicable,Not Applicable
,"2019","2019","96 years","96","Female","F",25132,Not Applicable,Not Applicable
,"2019","2019","96 years","96","Male","M",10902,Not Applicable,Not Applicable
"Total","2019","2019","96 years","96",,,36034,Not Applicable,Not Applicable
,"2019","2019","97 years","97","Female","F",20719,Not Applicable,Not Applicable
,"2019","2019","97 years","97","Male","M",8259,Not Applicable,Not Applicable
"Total","2019","2019","97 years","97",,,28978,Not Applicable,Not Applicable
,"2019","2019","98 years","98","Female","F",16217,Not Applicable,Not Applicable
,"2019","2019","98 years","98","Male","M",5978,Not Applicable,Not Applicable
"Total","2019","2019","98 years","98",,,22195,Not Applicable,Not Applicable
,"2019","2019","99 years","99","Female","F",11769,Not Applicable,Not Applicable
,"2019","2019","99 years","99","Male","M",3764,Not Applicable,Not Applicable
"Total","2019","2019","99 years","99",,,15533,Not Applicable,Not Applicable
,"2019","2019","100+ years","100","Female","F",24775,Not Applicable,Not Applicable
,"2019","2019","100+ years","100","Male","M",5956,Not Applicable,Not Applicable
"Total","2019","2019","100+ years","100",,,30731,Not Applicable,Not Applicable
,"2019","2019","Not Stated","NS","Female","F",44,Not Applicable,Not Applicable
,"2019","2019","Not Stated","NS","Male","M",103,Not Applicable,Not Applicable
"Total","2019","2019","Not Stated","NS",,,147,Not Applicable,Not Applicable
"Total","2019","2019",,,,,2854838,328239523,869.742
,"2020","2020","< 1 year","0","Female","F",8723,1826869,477.484
,"2020","2020","< 1 year","0","Male","M",10859,1908141,569.088
"Total","2020","2020","< 1 year","0",,,19582,3735010,524.282
,"2020","2020","1 year","1","Female","F",579,1847230,31.344
,"2020","2020","1 year","1","Male","M",785,1926654,40.744
"Total","2020","2020","1 year","1",,,1364,3773884,36.143
,"2020","2020","2 years","2","Female","F",377,1884480,20.006
,"2020","2020","2 years","2","Male","M",512,1968545,26.009
"Total","2020","2020","2 years","2",,,889,3853025,23.073
,"2020","2020","3 years","3","Female","F",309,1916691,16.122
,"2020","2020","3 years","3","Male","M",416,2004835,20.750
"Total","2020","2020","3 years","3",,,725,3921526,18.488
,"2020","2020","4 years","4","Female","F",238,1964865,12.113
,"2020","2020","4 years","4","Male","M",313,2052982,15.246
"Total","2020","2020","4 years","4",,,551,4017847,13.714
,"2020","2020","5 years","5","Female","F",210,1981945,10.596
,"2020","2020","5 years","5","Male","M",306,2072391,14.766
"Total","2020","2020","5 years","5",,,516,4054336,12.727
,"2020","2020","6 years","6","Female","F",198,1972968,10.036
,"2020","2020","6 years","6","Male","M",252,2067201,12.190
"Total","2020","2020","6 years","6",,,450,4040169,11.138
,"2020","2020","7 years","7","Female","F",201,1970498,10.200
,"2020","2020","7 years","7","Male","M",240,2059255,11.655
"Total","2020","2020","7 years","7",,,441,4029753,10.944
,"2020","2020","8 years","8","Female","F",192,1972830,9.732
,"2020","2020","8 years","8","Male","M",213,2061955,10.330
"Total","2020","2020","8 years","8",,,405,4034785,10.038
,"2020","2020","9 years","9","Female","F",164,1992717,8.230
,"2020","2020","9 years","9","Male","M",234,2085951,11.218
"Total","2020","2020","9 years","9",,,398,4078668,9.758
,"2020","2020","10 years","10","Female","F",181,1994965,9.073
,"2020","2020","10 years","10","Male","M",275,2079208,13.226
